L_space_fillings,name,finite_fillings,longitude,non_L_space_fillings,id
"[(1, 0), (1, -2)]",v2039,"[(1, 0)]","(3, 5)",[],3197
"[(-1, 0)]",v2040,"[(-1, 0)]","(1, -1)","[(-3, -1), (-1, -1), (-6, -1), (-5, -1), (-2, -1), (0, -1), (-4, -1)]",3198
"[(4, -3), (5, -1), (2, -1), (5, -2), (2, -3), (4, -1), (3, -1), (1, 0), (3, -2)]",v2041,"[(1, 0)]","(1, 1)","[(3, 2), (3, 1), (-2, -3), (2, 1), (4, 1)]",3199
"[(1, -1), (-1, 0)]",v2042,"[(1, -1), (-1, 0)]","(100, -53)","[(-2, 1)]",3200
"[(0, -1), (-1, 1)]",v2043,"[(0, -1), (-1, 1)]","(38, -63)",[],3201
"[(1, 0)]",v2044,"[(1, 0)]","(33, 17)",[],3202
"[(1, 0), (-1, -1)]",v2045,"[(1, 0), (-1, -1)]","(117, 20)",[],3203
"[(5, -2), (5, -1), (2, -3), (2, -1), (4, -1), (3, -1), (4, -3), (1, -3), (1, 0), (1, -2), (3, -2)]",v2046,"[(1, 0)]","(10, 9)","[(4, 1), (3, 1), (3, 2), (2, 1), (-2, -3), (-1, -3)]",3204
"[(0, -1), (-1, 0)]",v2047,"[(0, -1), (-1, 0)]","(84, -29)",[],3205
"[(-1, 0), (-1, -1)]",v2048,"[(-1, 0), (-1, -1)]","(1, -71)",[],3206
"[(1, 0)]",v2049,"[(1, 0)]","(49, 44)",[],3207
"[(-1, 0)]",v2050,"[(-1, 0)]","(6, -5)","[(-4, -1), (-3, 1), (-3, -2), (1, -2), (-1, -1), (-2, -1), (-3, -1), (-5, -1), (-1, -2), (0, -1), (1, -1), (-5, -2), (-3, 2)]",3208
"[(-1, 0)]",v2051,"[(-1, 0)]","(10, -3)","[(5, -2), (0, -1), (2, -3), (-5, 1), (-4, -1), (-3, -2), (1, -2), (-2, -1), (3, -2), (-3, -1), (-2, -3), (-4, 1), (3, -1), (-5, -2), (-1, -2), (1, -3), (1, -1), (-5, -1), (-1, -3)]",3209
"[(-2, 1), (-1, 0)]",v2052,"[(-1, 0)]","(37, -46)",[],3210
"[(1, -1), (-1, 0)]",v2053,"[(1, -1), (-1, 0)]","(57, -10)",[],3211
"[(-1, 0)]",v2054,"[(-1, 0)]","(7, -1)","[(5, -1), (-5, -1), (-7, -1), (1, -2), (2, -1), (3, -2), (6, -1), (-6, -1), (3, -1), (-5, -2), (-1, -2), (1, -1), (4, -1)]",3212
"[(1, 1)]",v2055,"[(1, 1)]","(114, 125)",[],3213
"[(0, -1), (-1, 0)]",v2056,"[(0, -1), (-1, 0)]","(101, -105)",[],3214
"[(5, -1), (5, -2), (2, -3), (-4, -1), (-3, -1), (-1, -1), (-1, 0), (-1, -2), (3, -1), (4, -3), (-3, -2), (3, -2), (3, -4), (-1, -3), (1, -4), (-2, -1), (1, -3), (4, -1), (0, -1)]",v2057,"[(-1, 0), (0, -1)]","(53, -5)",[],3215
"[(1, 0)]",v2058,"[(1, 0)]","(37, 22)",[],3216
"[(0, -1), (-1, 0)]",v2059,"[(0, -1), (-1, 0)]","(121, -20)",[],3217
"[(-1, 0), (-2, -1)]",v2060,"[(-1, 0)]","(15, -1)",[],3218
"[(0, -1), (-1, 0)]",v2061,"[(0, -1), (-1, 0)]","(71, -100)",[],3219
"[(2, -3), (1, -2), (2, -1), (3, -2), (-3, -2), (-1, -3), (3, -1), (-1, -2), (-4, -3), (1, -3), (1, -1), (4, -1), (-2, -3)]",v2062,[],"(37, 6)","[(-5, -1), (-4, -1), (-3, -1), (-5, -2)]",3220
"[(0, -1), (-1, 0)]",v2063,"[(0, -1), (-1, 0)]","(1, -5)",[],3221
"[(1, 0), (-1, -1)]",v2064,"[(1, 0), (-1, -1)]","(102, 71)",[],3222
"[(0, -1), (1, 0)]",v2065,"[(0, -1), (1, 0)]","(53, 7)",[],3223
"[(1, -2)]",v2066,[],"(1, 3)",[],3224
"[(1, 0), (-2, -1)]",v2067,"[(1, 0)]","(5, 1)",[],3225
[],v2068,[],"(40, -11)",[],3226
"[(1, 0), (-2, -1)]",v2069,"[(1, 0)]","(79, 23)",[],3227
"[(0, -1), (1, 0), (-1, -2)]",v2070,"[(0, -1), (1, 0)]","(61, 87)",[],3228
"[(1, 0), (2, -1)]",v2071,"[(1, 0)]","(44, 7)",[],3229
"[(0, -1), (-3, -4), (-3, -2), (2, -1), (2, -3), (3, -2), (-1, -4), (-2, -3), (3, -1), (1, -4), (-1, -2), (-4, -3), (1, -3), (-1, -3)]",v2072,"[(0, -1)]","(17, 8)","[(3, 1), (-2, -1), (4, 1)]",3230
"[(1, -1)]",v2073,"[(1, -1)]","(26, 95)",[],3231
"[(-1, 0)]",v2074,"[(-1, 0)]","(97, -18)",[],3232
"[(1, -1)]",v2075,"[(1, -1)]","(3, 5)",[],3233
"[(-5, -1), (-1, 0), (-3, -2), (1, -2), (2, -1), (3, -2), (-2, -3), (-6, -1), (3, -1), (-5, -2), (-1, -2), (0, -1), (1, -1), (4, -1), (-1, -3)]",v2076,"[(-1, 0)]","(7, -1)","[(5, -1), (6, -1)]",3234
"[(-1, 0)]",v2077,"[(-1, 0)]","(19, -16)","[(-2, 1)]",3235
"[(-1, 0)]",v2078,"[(-1, 0)]","(1, -1)","[(-2, 1), (-5, 1), (-4, -1), (-6, 1), (-3, -2), (-1, -1), (-2, -1), (2, -3), (-1, -3), (-3, 1), (-6, -1), (-4, 1), (-5, -1), (-1, -2), (1, -3), (-5, 2), (1, -2), (-3, -1), (-3, 2)]",3236
"[(2, -1), (1, -1), (3, -2), (-1, 0)]",v2079,"[(1, -1), (-1, 0)]","(89, -13)","[(3, -1)]",3237
"[(1, -1), (-1, 0)]",v2080,"[(1, -1), (-1, 0)]","(103, -50)","[(2, -1)]",3238
"[(0, -1), (1, 0)]",v2081,"[(0, -1), (1, 0)]","(115, 79)",[],3239
[],v2082,[],"(69, 37)",[],3240
"[(1, -3), (2, -3), (1, -2), (-1, 0), (0, -1)]",v2083,"[(-1, 0), (0, -1)]","(57, -26)",[],3241
"[(0, -1), (-1, 1), (-1, 0)]",v2084,"[(0, -1), (-1, 1), (-1, 0)]","(83, -100)",[],3242
"[(1, 0)]",v2085,"[(1, 0)]","(95, 3)",[],3243
"[(1, 0)]",v2086,"[(1, 0)]","(5, 4)","[(5, -1), (3, -1), (3, 2), (2, -1), (4, 1), (3, 1), (-1, -2), (3, -2), (2, 1), (1, -2), (-1, -1), (5, 1), (4, -1)]",3244
"[(-1, 0)]",v2087,"[(-1, 0)]","(10, -67)",[],3245
"[(1, 0)]",v2088,"[(1, 0)]","(12, 7)",[],3246
"[(-2, -3), (-1, 0), (-1, -3), (-1, -2)]",v2089,"[(-1, 0)]","(27, -59)",[],3247
"[(1, 0)]",v2090,"[(1, 0)]","(122, 1)",[],3248
"[(-1, 0)]",v2091,"[(-1, 0)]","(99, -47)",[],3249
"[(0, -1)]",v2092,"[(0, -1)]","(11, -1)",[],3250
"[(-2, -1)]",v2093,[],"(7, 1)",[],3251
[],v2094,[],"(11, 7)","[(2, 1)]",3252
"[(0, -1)]",v2095,"[(0, -1)]","(77, -31)",[],3253
"[(2, -1), (-1, 0)]",v2096,"[(-1, 0)]","(89, -17)",[],3254
"[(0, -1), (1, 1)]",v2097,"[(0, -1), (1, 1)]","(8, 19)",[],3255
"[(1, 0), (-1, -1), (-2, -1)]",v2098,"[(1, 0), (-1, -1)]","(94, 23)",[],3256
"[(-1, 0)]",v2099,"[(-1, 0)]","(4, -1)","[(5, -2), (2, -3), (-4, -1), (-3, -2), (1, -1), (-1, -2), (3, -2), (-3, -1), (-2, -3), (3, -1), (-2, -1), (1, -3), (1, -2), (-1, -3)]",3257
"[(-4, -1), (-3, -4), (-2, -3), (-1, -2), (-1, -4), (-1, -3), (-2, -1), (-4, -3), (-3, -2), (-3, -1), (0, -1)]",v2100,"[(0, -1)]","(1, -5)","[(-1, 3), (-1, 1), (-3, 1), (-2, 3), (-2, 1), (-1, 2), (-4, 1), (-3, 2)]",3258
"[(4, -3), (0, -1), (2, -3), (2, -1), (3, -2), (1, -2), (3, -4), (3, -1), (1, -4), (1, -3), (4, -1)]",v2101,"[(0, -1)]","(3, 1)","[(-3, -2), (-2, -1), (-1, -1), (-1, -3), (-1, -2), (4, 1), (-2, -3)]",3259
"[(-1, 0)]",v2102,"[(-1, 0)]","(5, -1)",[],3260
[],v2103,[],"(4, -3)",[],3261
"[(-4, -1), (-3, -2), (1, -2), (-1, -2), (2, -3), (-1, -3), (3, -4), (-2, -3), (1, -4), (1, -3), (1, -1), (-3, -1), (-1, 0)]",v2104,"[(1, -1), (-1, 0)]","(40, -37)","[(-4, 1), (-2, 1), (-3, 1), (-4, 3), (-3, 2)]",3262
"[(0, -1), (-1, 1)]",v2105,"[(0, -1), (-1, 1)]","(94, -139)",[],3263
"[(0, -1), (1, 0)]",v2106,"[(0, -1), (1, 0)]","(19, 10)",[],3264
"[(1, 0)]",v2107,"[(1, 0)]","(94, 53)",[],3265
[],v2108,[],"(81, -2)",[],3266
"[(0, -1), (1, 0)]",v2109,"[(0, -1), (1, 0)]","(69, 41)","[(-3, -2), (3, 1), (2, 1), (4, 1)]",3267
"[(0, -1), (1, 1)]",v2110,"[(0, -1), (1, 1)]","(10, 121)",[],3268
"[(1, 0)]",v2111,"[(1, 0)]","(28, 1)",[],3269
[],v2112,[],"(20, -7)",[],3270
"[(1, 0)]",v2113,"[(1, 0)]","(29, 76)",[],3271
"[(1, 0)]",v2114,"[(1, 0)]","(15, 68)",[],3272
"[(0, -1), (-1, 0)]",v2115,"[(0, -1), (-1, 0)]","(79, -13)",[],3273
"[(0, -1), (1, 0)]",v2116,"[(0, -1), (1, 0)]","(32, 69)",[],3274
"[(1, 0), (-1, -1)]",v2117,"[(1, 0), (-1, -1)]","(127, 39)",[],3275
"[(-1, 0)]",v2118,"[(-1, 0)]","(49, -27)",[],3276
"[(5, -1), (2, -1), (3, -2), (6, -1), (3, -1), (-1, -2), (1, 0), (1, -2), (4, -1)]",v2119,"[(1, 0)]","(8, 1)",[],3277
"[(-1, 0)]",v2120,"[(-1, 0)]","(29, -2)",[],3278
"[(0, -1)]",v2121,"[(0, -1)]","(71, -38)",[],3279
"[(-1, 0)]",v2122,"[(-1, 0)]","(4, -1)",[],3280
[],v2123,[],"(0, 1)","[(5, -1), (1, 2), (3, 2), (1, 3), (1, -2), (6, 1), (2, -1), (5, 2), (2, -3), (3, -2), (2, 3), (3, -1), (1, -1), (5, 1), (1, -3), (4, 1), (4, -1)]",3281
"[(1, 1)]",v2125,"[(1, 1)]","(104, 107)",[],3282
"[(1, 0), (2, 1)]",v2126,"[(1, 0)]","(23, 59)",[],3283
"[(-1, -1), (-1, -2)]",v2127,"[(-1, -1)]","(38, 11)",[],3284
"[(0, -1)]",v2128,"[(0, -1)]","(37, 4)",[],3285
"[(1, 0)]",v2129,"[(1, 0)]","(5, 1)",[],3286
[],v2130,[],"(1, 3)",[],3287
"[(-1, 0)]",v2131,"[(-1, 0)]","(22, -17)",[],3288
[],v2132,[],"(33, -13)",[],3289
"[(3, 2), (0, -1), (1, 0)]",v2133,"[(0, -1), (1, 0)]","(2, 3)","[(-1, -3), (-1, -4), (-1, -2)]",3290
"[(0, -1)]",v2134,"[(0, -1)]","(1, 1)",[],3291
"[(-1, 0)]",v2135,"[(-1, 0)]","(1, -1)",[],3292
"[(-3, -2), (1, 0), (-1, -1)]",v2136,"[(1, 0), (-1, -1)]","(90, 17)",[],3293
"[(1, -1), (-1, 0)]",v2137,"[(1, -1), (-1, 0)]","(125, -77)",[],3294
"[(-1, 0)]",v2138,"[(-1, 0)]","(25, -47)",[],3295
"[(-1, 0)]",v2139,"[(-1, 0)]","(67, -51)",[],3296
"[(0, -1), (2, -3), (-1, -4), (2, -1), (3, -2), (-3, -2), (-2, -3), (3, -1), (1, -4), (-2, -1), (1, -3), (1, 0), (1, -2), (4, -1), (-1, -3)]",v2140,"[(0, -1), (1, 0)]","(49, 5)","[(-4, -1), (-3, -1)]",3297
"[(1, 1)]",v2141,"[(1, 1)]","(9, 10)",[],3298
"[(1, 0), (-1, -1)]",v2142,"[(1, 0), (-1, -1)]","(93, 29)",[],3299
"[(1, 0), (2, -1), (3, -1)]",v2143,"[(1, 0)]","(85, 3)",[],3300
"[(-1, 0)]",v2144,"[(-1, 0)]","(3, -71)",[],3301
"[(2, -3), (-1, -3), (3, -1), (-1, -4), (-2, -3), (3, -2), (1, -4), (-1, -2), (1, -3), (1, 0), (4, -1)]",v2145,"[(1, 0)]","(13, 7)","[(-3, -2), (3, 1), (-4, -3), (4, 1), (2, 1)]",3302
"[(-1, -1)]",v2146,[],"(1, -1)",[],3303
"[(1, 0)]",v2147,"[(1, 0)]","(1, 1)",[],3304
"[(1, -1), (-1, 0)]",v2148,"[(1, -1), (-1, 0)]","(121, -84)",[],3305
"[(-1, 0)]",v2149,"[(-1, 0)]","(69, -11)",[],3306
"[(1, 0)]",v2150,"[(1, 0)]","(5, 1)",[],3307
"[(1, -1)]",v2151,[],"(4, 3)",[],3308
"[(0, -1), (1, 0), (-1, -1)]",v2152,"[(0, -1), (1, 0), (-1, -1)]","(103, 80)",[],3309
"[(-1, 0)]",v2153,"[(-1, 0)]","(48, -85)",[],3310
"[(1, 0)]",v2154,"[(1, 0)]","(41, 23)",[],3311
"[(-1, 0)]",v2155,"[(-1, 0)]","(106, -49)",[],3312
"[(1, 0), (-1, -1)]",v2156,"[(1, 0), (-1, -1)]","(115, 42)",[],3313
"[(0, -1), (2, -3), (-1, -3), (1, -2), (2, -1), (3, -1), (-1, -4), (3, -2), (-1, -2), (1, -3), (1, 0), (4, -1)]",v2157,"[(0, -1), (1, 0)]","(34, 31)","[(3, 1), (3, 2), (-3, -4), (2, 1), (4, 3), (4, 1), (-2, -3)]",3314
"[(0, -1), (-4, -1), (-3, -2), (-1, -1), (-2, -1), (-2, -3), (-1, -3), (-5, -1), (-1, -2), (1, -3), (1, -2), (-3, -1)]",v2158,"[(0, -1)]","(1, -1)","[(2, -3), (-5, 1), (-2, 1), (-3, 1), (-4, 1), (-4, 3), (-5, 2), (-3, 2)]",3315
"[(-1, 0), (-3, 1), (-4, 1), (1, -1)]",v2159,"[(-1, 0), (1, -1)]","(99, -53)","[(4, -3), (-2, 1), (3, -2)]",3316
"[(-1, 0)]",v2160,"[(-1, 0)]","(76, -17)",[],3317
"[(-1, 0)]",v2161,"[(-1, 0)]","(47, -20)",[],3318
"[(1, -1), (-1, 0)]",v2162,"[(1, -1), (-1, 0)]","(109, -104)",[],3319
"[(-5, -1), (-4, -1), (-1, -4), (-3, -1), (-3, -4), (-1, -3), (-2, -3), (-5, -2), (-1, -2), (-4, -3), (-3, -2)]",v2163,[],"(23, -15)","[(-2, 1), (1, -1), (3, -2), (-3, 1), (-4, 1), (1, -3), (1, -2)]",3320
"[(1, 0)]",v2164,"[(1, 0)]","(4, 1)",[],3321
"[(0, -1), (1, 0)]",v2165,"[(0, -1), (1, 0)]","(97, 56)",[],3322
"[(1, 0)]",v2166,"[(1, 0)]","(9, 1)","[(5, -1), (3, -1), (-5, -2), (-4, -1), (-3, -1), (1, -2), (2, -1), (-1, -2), (3, -2), (-3, -2), (-2, -3), (-6, -1), (-1, -3), (-5, -1), (-2, -1), (1, -3), (1, -1), (4, -1)]",3323
"[(0, -1), (-1, 0)]",v2167,"[(0, -1), (-1, 0)]","(19, -32)",[],3324
"[(-3, -1), (-2, -1), (-1, -3), (-3, -2), (-2, -3), (-1, -2), (0, -1)]",v2168,"[(0, -1)]","(5, -2)",[],3325
"[(2, -1), (3, -2), (3, -1), (1, -2), (1, 0), (1, -1)]",v2169,"[(1, 0)]","(5, 3)","[(3, 1), (4, 1)]",3326
"[(-1, 0)]",v2170,"[(-1, 0)]","(3, -64)",[],3327
"[(1, 0), (-1, -1)]",v2171,"[(1, 0), (-1, -1)]","(115, 67)",[],3328
"[(1, 0)]",v2172,"[(1, 0)]","(101, 53)",[],3329
"[(5, -1), (2, -3), (-5, -2), (-4, -1), (-3, -1), (1, -1), (2, -1), (-1, 0), (3, -1), (-3, -2), (-2, -3), (3, -2), (-5, -1), (-1, -2), (1, -3), (1, -2), (4, -1), (-1, -3)]",v2173,"[(-1, 0)]","(45, -2)",[],3330
"[(1, 0), (2, -1)]",v2174,"[(1, 0)]","(1, 1)",[],3331
[],v2175,[],"(1, -1)",[],3332
"[(1, 0), (-2, -1)]",v2176,"[(1, 0)]","(31, 2)",[],3333
"[(-1, 0)]",v2177,"[(-1, 0)]","(125, -2)",[],3334
"[(1, 0)]",v2178,"[(1, 0)]","(3, 1)",[],3335
"[(1, 0), (-1, -1)]",v2179,"[(1, 0), (-1, -1)]","(9, 5)",[],3336
"[(1, 0)]",v2180,"[(1, 0)]","(9, 7)",[],3337
"[(0, -1), (1, 0)]",v2181,"[(0, -1), (1, 0)]","(23, 76)",[],3338
"[(-1, 0), (-2, -1)]",v2182,"[(-1, 0)]","(1, -1)",[],3339
[],v2183,[],"(1, 1)",[],3340
"[(0, -1), (1, 1)]",v2184,"[(0, -1), (1, 1)]","(87, 115)",[],3341
"[(0, -1), (1, 0)]",v2185,"[(0, -1), (1, 0)]","(89, 15)",[],3342
"[(1, 0)]",v2186,"[(1, 0)]","(79, 48)",[],3343
"[(-1, 0)]",v2187,"[(-1, 0)]","(118, -7)",[],3344
"[(0, -1), (-1, 0)]",v2188,"[(0, -1), (-1, 0)]","(88, -63)",[],3345
"[(-3, -2), (-1, -2), (-2, -1), (-1, -3), (1, -4), (-1, -1), (1, -3), (1, -2), (-3, -1)]",v2189,[],"(9, -11)","[(-4, 1), (2, -3), (-2, 1), (-4, 3), (-3, 1), (3, -4), (-3, 2)]",3346
"[(-3, -2), (1, 0), (0, -1), (-2, -1)]",v2190,"[(1, 0), (0, -1)]","(4, 1)","[(-3, -1)]",3347
"[(1, 0)]",v2191,"[(1, 0)]","(31, 1)",[],3348
"[(1, 0)]",v2192,"[(1, 0)]","(79, 41)",[],3349
[],v2193,[],"(1, 0)",[],3350
"[(3, -2), (-3, -4), (-1, -2), (2, -1), (-2, -3), (-1, -4), (3, -1), (1, -4), (-1, -1), (1, -3), (1, 0), (1, -2), (4, -1), (2, -3), (-1, -3)]",v2194,"[(-1, -1), (1, 0)]","(14, 13)","[(3, 1), (4, 3), (3, 2), (2, 1), (4, 1)]",3351
"[(-1, 0), (-2, -1)]",v2195,"[(-1, 0)]","(6, -23)",[],3352
"[(0, -1), (1, 0)]",v2196,"[(0, -1), (1, 0)]","(19, 7)",[],3353
"[(-1, 0)]",v2197,"[(-1, 0)]","(25, -83)",[],3354
"[(1, 0), (-1, -1)]",v2198,"[(1, 0)]","(20, 1)",[],3355
"[(0, -1), (1, 0)]",v2199,"[(0, -1), (1, 0)]","(67, 94)",[],3356
"[(2, -3), (1, -4), (1, -3), (1, -2), (3, -4), (0, -1)]",v2200,"[(0, -1)]","(7, -2)","[(5, -2), (4, -3), (-4, -1), (-3, -1), (-1, -1), (2, -1), (-2, -1), (3, -1), (-3, -2), (-1, -3), (-4, 1), (-2, -3), (-1, -2), (3, -2)]",3357
"[(2, -3), (-5, -2), (-3, -1), (-1, -2), (2, -1), (-3, -4), (3, -1), (1, -2), (-1, -4), (-2, -3), (3, -2), (-2, -1), (-4, -3), (1, -3), (1, 0), (-3, -2), (4, -1), (-1, -3)]",v2201,"[(1, 0)]","(32, 3)","[(-4, -1), (-5, -1)]",3358
"[(-1, 0)]",v2202,"[(-1, 0)]","(3, -4)","[(-4, 1), (-2, 1), (-5, 1), (-3, -2), (-4, -1), (-3, -1), (2, -3), (-2, -3), (-3, 1), (-3, 2), (-1, -3), (-5, -2), (-1, -2), (-4, -3), (1, -3), (1, -2), (-5, -1)]",3359
"[(-4, -1), (-2, -1), (-2, -3), (-1, -3), (-5, -1), (-1, -2), (-3, -1), (-1, 0)]",v2203,"[(-1, 0)]","(1, -1)","[(-2, 1), (-3, 1), (1, -2)]",3360
"[(-1, 0)]",v2204,"[(-1, 0)]","(5, -1)",[],3361
[],v2205,[],"(4, -3)",[],3362
"[(-1, 0)]",v2206,"[(-1, 0)]","(31, -29)",[],3363
"[(0, -1), (1, 1)]",v2207,"[(0, -1), (1, 1)]","(94, 113)",[],3364
"[(1, 0)]",v2209,"[(1, 0)]","(2, 3)","[(5, -1), (3, -2), (3, 2), (1, -3), (4, 1), (3, 1), (2, -3), (3, -1), (2, 1), (-1, -3), (-1, -2), (5, 1), (1, -2), (4, -1)]",3365
"[(5, -1), (4, -3), (1, -2), (2, -1), (5, -2), (2, -3), (4, -1), (3, -1), (3, -4), (3, -2), (1, -4), (1, -3)]",v2210,[],"(3, 4)","[(3, 2), (3, 1), (-1, -3), (2, 1), (-1, -2), (4, 1), (1, 1)]",3366
"[(0, -1), (-1, 1)]",v2211,"[(0, -1), (-1, 1)]","(2, -5)",[],3367
"[(-1, 0), (-2, -1)]",v2212,"[(-1, 0)]","(1, -3)",[],3368
"[(1, -1), (-1, 0)]",v2213,"[(1, -1), (-1, 0)]","(138, -31)",[],3369
"[(0, -1), (-1, 0)]",v2214,"[(0, -1), (-1, 0)]","(113, -98)",[],3370
"[(0, -1), (-1, 0)]",v2215,"[(0, -1), (-1, 0)]","(80, -1)",[],3371
"[(-1, 0)]",v2216,"[(-1, 0)]","(15, -11)",[],3372
"[(5, -1), (4, -3), (2, -3), (-4, -1), (-3, -2), (-1, -2), (2, -1), (5, -2), (-2, -1), (-2, -3), (-3, -1), (3, -1), (-1, -3), (-5, -1), (-1, -1), (1, -3), (3, -2), (1, -2), (4, -1), (-1, 0)]",v2217,"[(-1, 0)]","(28, -1)",[],3373
"[(1, 0)]",v2218,"[(1, 0)]","(4, 5)","[(2, -1), (3, 1), (1, 1), (2, 1), (5, 1), (4, 1), (0, -1)]",3374
"[(1, 0)]",v2219,"[(1, 0)]","(81, 43)",[],3375
"[(0, -1), (1, 0)]",v2220,"[(0, -1), (1, 0)]","(31, 43)",[],3376
"[(5, -2), (4, -3), (2, -3), (-4, -1), (-3, -2), (-1, -1), (2, -1), (5, -1), (-2, -1), (-1, -3), (-3, -1), (3, -2), (3, -1), (-5, -1), (-1, -2), (1, -3), (1, 0), (1, -2), (4, -1)]",v2221,"[(1, 0)]","(41, 3)",[],3377
"[(0, -1), (2, -3), (-1, 0)]",v2222,"[(0, -1), (-1, 0)]","(83, -23)",[],3378
"[(1, -3), (-1, 1), (1, -2), (0, -1)]",v2223,"[(-1, 1), (0, -1)]","(67, -101)","[(-2, 3)]",3379
"[(0, -1), (2, -3), (1, 0)]",v2224,"[(0, -1), (1, 0)]","(61, 29)",[],3380
"[(-1, 0)]",v2225,"[(-1, 0)]","(71, -13)",[],3381
"[(1, 0)]",v2226,"[(1, 0)]","(125, 3)",[],3382
"[(1, 0), (-1, -1)]",v2227,"[(1, 0)]","(55, 2)",[],3383
"[(-1, 0), (3, -2)]",v2228,"[(-1, 0)]","(7, -3)","[(2, -1)]",3384
"[(-4, -1), (-3, -2), (-2, -1), (-1, -3), (-1, -2), (1, -3), (1, -2), (-3, -1)]",v2229,[],"(4, -5)","[(2, -3), (-5, 1), (-2, 1), (-3, 1), (-4, 1), (-4, 3), (-5, 2), (-3, 2)]",3385
"[(2, 1)]",v2230,[],"(0, 1)","[(1, 2), (2, -1)]",3386
"[(1, 0)]",v2231,"[(1, 0)]","(1, 1)","[(3, -1), (2, -3), (3, 1), (1, -3), (4, 1), (2, -1), (3, 2), (2, 1), (-2, -3), (3, -2), (4, 3), (-1, -2), (5, 1), (5, 2), (4, -1), (-1, -3)]",3387
"[(1, 0), (-1, -1)]",v2232,"[(1, 0), (-1, -1)]","(140, 93)",[],3388
"[(-1, 0)]",v2233,"[(-1, 0)]","(43, -26)",[],3389
"[(1, -1), (-1, 0)]",v2234,"[(1, -1), (-1, 0)]","(117, -85)",[],3390
"[(0, -1), (2, -3), (-1, 0)]",v2235,"[(0, -1), (-1, 0)]","(79, -83)",[],3391
"[(-1, 0)]",v2236,"[(-1, 0)]","(35, -78)",[],3392
"[(-1, 0), (-3, -2), (-2, -1), (-1, -2), (-1, -3), (-1, -1), (1, -3), (1, -2)]",v2237,"[(-1, 0)]","(8, -1)",[],3393
"[(5, -2), (3, -1), (-4, -1), (-3, -2), (1, -2), (2, -1), (-2, -1), (3, -2), (-3, -1), (-1, -3), (-2, -3), (-5, -1), (-1, -2), (1, -3), (1, -1), (-1, 0)]",v2238,"[(-1, 0)]","(5, -1)","[(-6, 1), (4, -1)]",3394
"[(0, -1), (1, 0)]",v2239,"[(0, -1), (1, 0)]","(85, 89)",[],3395
"[(1, -1)]",v2240,"[(1, -1)]","(37, -10)",[],3396
"[(1, 0)]",v2241,"[(1, 0)]","(125, 53)",[],3397
"[(1, 0)]",v2242,"[(1, 0)]","(11, 4)","[(5, -1), (-1, -1), (6, -1), (-2, -1), (4, -1)]",3398
"[(3, 2), (3, 1), (2, -3), (2, 1), (1, -4), (0, -1), (1, -3), (1, 0), (4, 1), (4, -1)]",v2243,"[(0, -1), (1, 0)]","(5, 23)","[(1, 2), (1, 3), (1, 4), (2, 3)]",3399
"[(0, -1), (-1, 0)]",v2244,"[(0, -1), (-1, 0)]","(53, -65)",[],3400
"[(3, -2), (-1, 0), (1, -1), (2, -1), (3, -1), (-2, -3), (-1, -2), (0, -1), (1, -2), (4, -1)]",v2245,"[(-1, 0)]","(7, -1)","[(5, -1), (6, -1)]",3401
"[(1, 0)]",v2246,"[(1, 0)]","(63, 101)",[],3402
"[(1, 1)]",v2247,"[(1, 1)]","(48, 59)",[],3403
"[(0, -1), (-1, 0)]",v2248,"[(0, -1), (-1, 0)]","(107, -67)",[],3404
"[(-1, 0)]",v2249,"[(-1, 0)]","(14, -89)",[],3405
"[(0, -1), (-1, 0)]",v2250,"[(0, -1), (-1, 0)]","(73, -69)",[],3406
"[(1, 0)]",v2251,"[(1, 0)]","(5, 29)",[],3407
"[(1, 0)]",v2252,"[(1, 0)]","(35, 1)",[],3408
"[(-1, 0)]",v2253,"[(-1, 0)]","(59, -23)",[],3409
"[(4, -3), (5, -1), (2, -3), (2, -1), (5, -2), (3, -1), (3, -2), (1, -1), (1, -3), (1, 0), (1, -2), (4, -1), (0, -1)]",v2254,"[(1, 0), (0, -1)]","(12, 23)","[(3, 1), (3, 2), (2, 1), (2, 3), (-1, -3), (-1, -2)]",3410
"[(0, -1), (1, 1)]",v2255,"[(0, -1), (1, 1)]","(43, 60)",[],3411
"[(-1, 0)]",v2256,"[(-1, 0)]","(132, -107)",[],3412
"[(-1, 0)]",v2257,"[(-1, 0)]","(1, -1)",[],3413
"[(1, -1)]",v2258,[],"(1, 1)",[],3414
"[(1, 1)]",v2259,"[(1, 1)]","(8, 89)",[],3415
"[(0, -1), (1, 0)]",v2260,"[(0, -1), (1, 0)]","(71, 44)","[(3, 1)]",3416
"[(1, 0)]",v2261,"[(1, 0)]","(16, 3)",[],3417
"[(2, -3), (-4, -1), (-1, -4), (-4, -3), (1, -2), (-3, -4), (-3, -1), (-2, -1), (1, -3), (1, -1), (-3, -2), (-1, 0)]",v2262,"[(-1, 0)]","(40, -17)","[(2, -1), (-3, 1), (-4, 1), (3, -2)]",3418
"[(0, -1), (-1, 0)]",v2263,"[(0, -1), (-1, 0)]","(4, -3)",[],3419
"[(0, -1), (1, 1)]",v2264,"[(0, -1), (1, 1)]","(53, 109)",[],3420
"[(5, -1), (3, -1), (2, -3), (2, -1), (1, -2), (3, -2), (4, -1), (1, -3), (1, 0)]",v2265,"[(1, 0)]","(4, 7)","[(3, 1), (3, 2), (-1, -3), (2, 3), (2, 1), (-1, -2), (5, 1), (4, 1), (1, 1)]",3421
